Book_URL,Summary,Genres
/book/show/781182.Barbarians_at_the_Gate,"A #1 New York Times bestseller and arguably the best business narrative ever written, Barbarians at the Gate is the classic account of the fall of RJR Nabisco. An enduring masterpiece of investigative journalism by Bryan Burrough and John Helyar, it includes a new afterword by the authors that brings this remarkable story of greed and double-dealings up to date twenty years after the famed deal. The Los Angeles Times calls Barbarians at the Gate, “Superlative.” The Chicago Tribune raves, “It’s hard to imagine a better story...and it’s hard to imagine a better account.” And in an era of spectacular business crashes and federal bailouts, it still stands as a valuable cautionary tale that must be heeded.","Business, Nonfiction, Finance, History, Economics, Buisness, Biography"
/book/show/383206.Wives_and_Daughters,"Wives and Daughtersis a novel by Elizabeth Gaskell, first published in the Cornhill Magazine as a serial from August 1864 to January 1866. It was partly written whilst Gaskell was staying with the salon hostess Mary Elizabeth Mohl at her home on the Rue de Bac in Paris. When Mrs Gaskell died suddenly in 1865, it was not quite complete, and the last section was written by Frederick Greenwood.","Fiction, Classics, Romance, Historical Fiction, Victorian, 19th Century, Literature"
/book/show/7198988-dark-flame,"In Alyson Noël’s most darkly seductive Immortals novel yet, Ever fights for control of her body, her soul—and the timeless true love she’s been chasing for centuries.Ever is trying to help Haven make the transition into life as an immortal. But with Haven drunk on her new powers and acting recklessly, she poses the ultimate threat—exposing their secret world to the outside. But Ever's struggle to keep the Immortals hidden only propels Haven closer to the enemy: Roman and his evil companions.At the same time, Ever delves deeper into dark magick to free Damen from Roman’s power. But when her spell backfires, it binds her to the one guy who’s hell-bent on her destruction. Now there’s a strange, foreign pulse coursing through her, and no matter what she does, she can’t stop thinking about Roman—and longing for his touch. As she struggles to resist the fiery attraction threatening to consume her, Roman is more than willing to take advantage of her weakened state... and Ever edges closer and closer to surrender.Frantic to break the spell before its too late, Ever turns to Jude for help, risking everything she knows and loves to save herself—and her future with Damen....","Young Adult, Fantasy, Paranormal, Romance, Fiction, Supernatural, Paranormal Romance"
/book/show/13159540-cassidy-jones-and-vulcan-s-gift,"An Ancient Secret Has Risen. A World In Peril. Can This Evil Menace Be Stopped?Two months after being infected with a strange retrovirus, Cassidy Jones continues to live a double life as she struggles to master her astonishing superpowers. School has become the only normal thing left in her life—except for tall, dark, and handsome Emery Phillips, who shadows her every move, ensuring her secret is safe. But when a sleepover at Catamount Mountain Zoo takes a menacing turn, the world hovers on the edge of disaster as Cassidy is drawn into another riveting and perilous mystery that threatens the planet.","Young Adult, Mystery, Science Fiction, Superheroes, Fantasy, Paranormal, Adventure"
/book/show/101848071-reflected-in-you,"Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire...mine.My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... except when it was perfect. Those moments when the driving hunger and desperate love were the most exquisite insanity.We were bound by our need. And our passion would take us beyond our limits to the sweetest, sharpest edge of obsession...","Romance, Contemporary Romance, Contemporary, Adult, Erotic Romance, Erotica, Fiction"
/book/show/23203049-blood-on-the-snow,"Winter, 1794, Flanders, and the British are retreating.Faced by appalling weather and pursued by an overwhelming enemy, the very survival of the British Army is at stake.With little supplies and ammunition, Lieutenant Jack Hallam of the 28th Regiment must prove himself by leading his company through the full horrors of the withdrawal, where morale is desperately low, and where looting and ill-discipline are rife.The men must endure freezing temperatures, disease and battle if they wish to see home again, and if any officer can accomplish this feat, then that man is Jack Hallam.Blood on the Snow is a gripping tale of honour, bravery and self-sacrifice in the darkest of times.This is the third story in The Soldier Chronicles series.",Historical Fiction
/book/show/22052520-deadly-secrets,"A quest for truth…Helena was only eight when her father disappeared, and her life was shattered. Thirteen years later, she returns to her birthplace—the Greek island of Mykonos—on a quest to learn the truth about her father. Eerie warnings from her late mother and prophecies hidden in her grandmother’s diary compel Helena to delve into her family’s mysterious past. But well-buried secrets and a hidden mastermind plotting revenge create a deadly combination that could destroy Helena’s life.A powerful and seductive man…Upon discovering that the seductive Captain Dimitris Nikolaou has taken everything once belonging to her father, Helena is devastated; but in spite of his treachery, she is drawn to him like no other. As danger and passion collide, Helena realizes that nothing is what it seems.Keeping a promise can be fatal…Despite her desire for the irresistible captain, Helena is wary of his insistence to keep the promise he’d made to her father—the promise to marry her. Dimitris wants this feisty enchantress, and he’s used to getting what he wants. Making Helena his wife isn’t about the promise anymore—he wants her…and he’s willing to put his heart and his life at risk to keep her in his arms forever.","Mystery, Romantic Suspense, Romance, Mystery Thriller, Contemporary Romance, Suspense, Fiction"
/book/show/23390134-the-love-story-that-shouldn-t-have-been,"New girl, Dellia Sanchez, enjoys her isolation and comic book drawing sessions at home. Relishing anything morbid, she begins the first day of her junior year with a grim look on life. Hate me, hate them, hate everything. A cynic at heart, Dellia will do anything to keep her emotions intact. Reclusive and bitter, Dellia wishes for nothing more than solitude and silence. She vowed to never fall in love. Not after being abandoned. Never. Ever.First day of school. All is good...then bam! Green eyes, and the bump of her life. She’s done it. She’s crashed into the potential love of her life.This amateur artist has stumbled upon the romantic comedy of her nightmares.Conflicted with her new found feelings, Dellia will navigate through her outrageous new life. Has she accidentally become the protagonist in romantic comedy? How will she get out when the universe is pushing her towards her classmates? Dellia Sanchez is strayed away from reality, and into the fantastical world of young adult novels.The Love Story That Shouldn’t Have Been, is a satirical take on common young adult tropes without losing its heart as Dellia finds hers.","Romance, Young Adult, Fiction, LGBT, Mental Health, Contemporary, Mental Illness"
/book/show/28319471-strike-of-lightning,"Every time lightning strikes or thunder cracks, you will remember the story of the Priori.About the book: “Strike of lightning tells of the tragic stories of true childhood experiences for many, this book weaves together tales of unimaginable pain and suffering as experienced by young Australians Michael, Sumaya and Charlie. Unexpected events see their lives changed forever as they are chosen by the Order of the Priori to join the fight for all that is good in the world. The trio discover a deep, ancient and powerful presence lurking deep inside each of them. Having been transported from the western suburbs of Sydney to the Towers of Light, to be inducted and trained in the ways of the Priori, Michael, Charlie and Sumaya develop unbreakable bonds of friendship and kinship which only shared tragedy could forge. A dark prophecy is fulfilled when a member of the Priori is murdered setting loose a chain of events which will ultimately lead the world to a battle which will decide the fate of every human for generations to come.”""I cried, i laughed and gasped. There are not many novels that can do that to me so very well done. I loved it and highly recommend it to all my friends and avid readers of fantasy adventure."" Sally Naylor - Smashwords, Jan2016About the author: In 2008, my eldest brother, father to my niece and nephew, was murdered in cold blood for his strong and successful effort in preventing troubled youth joining violent bikie gangs. He was 26 years old. After this, I was flung into the grips of depression which forced me to place my university studies on hold. To escape my pain and sorrow, I travelled around the world, learning, sharing and growing. Once I emerged from my dark place, I was inspired to dedicate my life to helping those who have gone through trauma. This story is one of the tools in my arsenal. Coupled with my own overcoming and growth, the idea for this book came about after volunteering with survivors of abuse and trauma.Having spoken to and mentored numerous survivors, when discussing inspiration, one commonality stuck out. Amongst all the literature available to us, there was an outstanding absence of a protagonist who had risen from the throngs of real, deep abuse and trauma. Sure most, if not all protagonists, go through some mild forms of trauma and abuse, followed by the catalysing after effects which allow them to overcome and grow into the heroes of the story. However, the antagonists of great literature are subjected to abominable traumas which turn them inevitably into villains. This novel questions why should abominable trauma equals villainous behaviour? What if for once, protagonists turned to heroism through such extreme traumas? This literary trend disheartens those who have been through the unimaginable and have almost lost all hope for a better life. The real world survivors, the heroes of said abominable traumas, who have turned to good rather than evil deserve literary hope and more so, representation.""As an adult who was abused as a child, i am very grateful for this book and i really wish it existed when i was in my late teens because i could have really used the hopeful message that it gives. even though it brought up some dark memories, I still loved it because it also gave me something good to grasp on to. I have never found any story which uses a person who has gone through what i have gone through as a hero and for that i am very grateful. Thank you very much M F C Assoum for this great book and for putting a smile on my face."" David Fisher, Goodreads, Jan 2016.",No genres available
/book/show/39071348-happy-holiday-homicides,"Murder is on the list of gifts this holiday season. At least it is when you're apart of the deadliest gang in town. When young Anuaka's family discovers her involvement with the local criminals, they give her an ultimatum. Get out of the gang or get out of their lives. However, removing herself from the gang is inconceivable. The only way out is death. Anuaka must choose between her loving family and a new family promising something she truly desires. A life out of poverty. On the surface the decision is unimaginable. Underneath lies something more sinister. Anuaka is powerful, stunning, and downright conniving. Happy Holiday Homicides takes you to the land of Serenium. An island of gods, pharaohs, and ancient power. An incredible short, that releases and action-packed opening to Anuaka's twisted world.",No genres available
