Book_URL,Summary,Genres
/book/show/16172.Desert_Queen,"Turning away from the privileged world of the ""eminent Victorians,"" Gertrude Bell (1868—1926) explored, mapped, and excavated the world of the Arabs. Recruited by British intelligence during World War I, she played a crucial role in obtaining the loyalty of Arab leaders, and her connections and information provided the brains to match T. E. Lawrence's brawn. After the war, she played a major role in creating the modern Middle East and was, at the time, considered the most powerful woman in the British Empire.In this masterful biography, Janet Wallach shows us the woman behind these achievements–a woman whose passion and defiant independence were at odds wit the confined and custom-bound England she left behind. Too long eclipsed by Lawrence, Gertrude Bell emerges at last in her own right as a vital player on the stage of modern history, and as a woman whose life was both a heartbreaking story and a grand adventure.","Biography, History, Nonfiction, Travel, Adventure, Biography Memoir, Womens"
/book/show/797497.The_German_Ideology_Introduction_to_a_Critique_of_Political_Economy,"This edition makes easily accessible the most important parts of Marx's and Engels's major early philosophical work, The German Ideology, a text of key importance for students.","Philosophy, Politics, Nonfiction, Theory, History, Sociology, Economics"
/book/show/25663961-how-not-to-die,"New York Times Bestseller""This book may help those who are susceptible to illnesses that can be prevented.""—His Holiness the Dalai Lama""Absolutely the best book I've read on nutrition and diet"" –Dan Buettner, author of The Blue Zones SolutionFrom the physician behind the wildly popular NutritionFacts website, How Not to Die reveals the groundbreaking scientific evidence behind the only diet that can prevent and reverse many of the causes of disease-related death.The vast majority of premature deaths can be prevented through simple changes in diet and lifestyle. In How Not to Die, Dr. Michael Greger, the internationally-renowned nutrition expert, physician, and founder of NutritionFacts, examines the fifteen top causes of premature death in America-heart disease, various cancers, diabetes, Parkinson's, high blood pressure, and more-and explains how nutritional and lifestyle interventions can sometimes trump prescription pills and other pharmaceutical and surgical approaches, freeing us to live healthier lives.The simple truth is that most doctors are good at treating acute illnesses but bad at preventing chronic disease. The fifteen leading causes of death claim the lives of 1.6 million Americans annually. This doesn't have to be the case. By following Dr. Greger's advice, all of it backed up by strong scientific evidence, you will learn which foods to eat and which lifestyle changes to make to live longer.History of prostate cancer in your family? Put down that glass of milk and add flaxseed to your diet whenever you can. Have high blood pressure? Hibiscus tea can work better than a leading hypertensive drug-and without the side effects. Fighting off liver disease? Drinking coffee can reduce liver inflammation. Battling breast cancer? Consuming soy is associated with prolonged survival. Worried about heart disease (the number 1 killer in the United States)? Switch to a whole-food, plant-based diet, which has been repeatedly shown not just to prevent the disease but often stop it in its tracks.In addition to showing what to eat to help treat the top fifteen causes of death, How Not to Die includes Dr. Greger's Daily Dozen -a checklist of the twelve foods we should consume every day. Full of practical, actionable advice and surprising, cutting edge nutritional science, these doctor's orders are just what we need to live longer, healthier lives.","Health, Nonfiction, Nutrition, Science, Food, Self Help, Audiobook"
/book/show/58511505-hollow-fires,"A powerful, gripping YA novel about the insidious nature of racism, the terrible costs of unearthing hidden truths, and the undeniable power of hope, by New York Times bestselling author Samira Ahmed. Perfect for fans of Sadie and Dear Martin.Safiya Mirza dreams of becoming a journalist. And one thing she’s learned as editor of her school newspaper is that a journalist’s job is to find the facts and not let personal biases affect the story. But all that changes the day she finds the body of a murdered boy.Jawad Ali was fourteen years old when he built a cosplay jetpack that a teacher mistook for a bomb. A jetpack that got him arrested, labeled a terrorist—and eventually killed. But he’s more than a dead body, and more than “Bomb Boy.” He was a person with a life worth remembering.Driven by Jawad’s haunting voice guiding her throughout her investigation, Safiya seeks to tell the whole truth about the murdered boy and those who killed him because of their hate-based beliefs.This gripping and powerful book uses an innovative format and lyrical prose to expose the evil that exists in front of us, and the silent complicity of the privileged who create alternative facts to bend the truth to their liking.","Young Adult, Mystery, Contemporary, Fiction, Realistic Fiction, Thriller, Mystery Thriller"
/book/show/31170723-behave,"Why do we do the things we do?More than a decade in the making, this game-changing book is Robert Sapolsky's genre-shattering attempt to answer that question as fully as perhaps only he could, looking at it from every angle. Sapolsky's storytelling concept is delightful but it also has a powerful intrinsic logic: he starts by looking at the factors that bear on a person's reaction in the precise moment a behavior occurs, and then hops back in time from there, in stages, ultimately ending up at the deep history of our species and its evolutionary legacy.And so the first category of explanation is the neurobiological one. A behavior occurs--whether an example of humans at our best, worst, or somewhere in between. What went on in a person's brain a second before the behavior happened? Then Sapolsky pulls out to a slightly larger field of vision, a little earlier in time: What sight, sound, or smell caused the nervous system to produce that behavior? And then, what hormones acted hours to days earlier to change how responsive that individual is to the stimuli that triggered the nervous system? By now he has increased our field of vision so that we are thinking about neurobiology and the sensory world of our environment and endocrinology in trying to explain what happened.Sapolsky keeps going: How was that behavior influenced by structural changes in the nervous system over the preceding months, by that person's adolescence, childhood, fetal life, and then back to his or her genetic makeup? Finally, he expands the view to encompass factors larger than one individual. How did culture shape that individual's group, what ecological factors millennia old formed that culture? And on and on, back to evolutionary factors millions of years old.The result is one of the most dazzling tours d'horizon of the science of human behavior ever attempted, a majestic synthesis that harvests cutting-edge research across a range of disciplines to provide a subtle and nuanced perspective on why we ultimately do the things we do...for good and for ill. Sapolsky builds on this understanding to wrestle with some of our deepest and thorniest questions relating to tribalism and xenophobia, hierarchy and competition, morality and free will, and war and peace. Wise, humane, often very funny,Behaveis a towering achievement, powerfully humanizing, and downright heroic in its own right.","Science, Nonfiction, Psychology, Biology, Neuroscience, Philosophy, Audiobook"
/book/show/58658940-the-final-gambit,"Avery’s fortune, life, and loves are on the line in the game that everyone will be talking about.To inherit billions, all Avery Kylie Grambs has to do is survive a few more weeks living in Hawthorne House. The paparazzi are dogging her every step. Financial pressures are building. Danger is a fact of life. And the only thing getting Avery through it all is the Hawthorne brothers. Her life is intertwined with theirs. She knows their secrets and they know her.But as the clock ticks down to the moment when Avery will become the richest teenager on the planet, trouble arrives in the form of a visitor who needs her help—and whose presence in Hawthorne House could change everything. It soon becomes clear that there is one last puzzle to solve, and Avery and the Hawthorne brothers are drawn into a dangerous game against an unknown and powerful player.","Mystery, Young Adult, Romance, Fiction, Mystery Thriller, Contemporary, Thriller"
/book/show/123715.Slack,"If your company’s goal is to become fast, responsive, and agile, more efficiency is not the answer--you need more slack.Why is it that today’s superefficient organizations are ailing? Tom DeMarco, a leading management consultant to both Fortune 500 and up-and-coming companies, reveals a counterintuitive principle that explains why efficiency efforts can slow a company down. That principle is the value of slack, the degree of freedom in a company that allows it to change. Implementing slack could be as simple as adding an assistant to a department and letting high-priced talent spend less time at the photocopier and more time making key decisions, or it could mean designing workloads that allow people room to think, innovate, and reinvent themselves. It means embracing risk, eliminating fear, and knowing when to go slow. Slack allows for change, fosters creativity, promotes quality, and, above all, produces growth.With an approach that works for new- and old-economy companies alike, this revolutionary handbook debunks commonly held assumptions about real-world management, and gives you and your company a brand-new model for achieving and maintaining true effectiveness.","Business, Management, Nonfiction, Leadership, Productivity, Technology, Self Help"
/book/show/40090596-art-matters,"A stunning and timely creative call-to-arms combining four extraordinary written pieces by Neil Gaiman.""The world always seems brighter when you've just made something that wasn't there before"". (Neil Gaiman)Drawn from Gaiman's trove of published speeches, poems and creative manifestos, 'ART MATTERS' is an embodiment of this remarkable multimedia artist's vision - an exploration of how reading, imagining, and creating can transform the world and our lives.'ART MATTERS' brings together four of Gaiman's most beloved writings on creativity and artistry:❖1❖""CREDO"", his remarkably concise and relevant manifesto on free expression, first delivered in the wake of the Charlie Hebdo shootings❖2❖""MAKE GOOD ART"", his famous 2012 commencement address delivered at the Philadelphia University of the Arts❖3❖""MAKING A CHAIR"", a poem about the joys of creating something, even when the words won't come❖4❖""ON LIBRARIES"", an impassioned argument for libraries that illuminates their importance to our future and celebrates how they foster readers and daydreamers.'ART MATTERS' is a stirring testament to the freedom of ideas that inspire us to make art in the face of adversity and dares us to choose to be bold.RUNNING TIME ⇰ 49mins.©2018 Neil Gaiman (P)2018 HarperCollins Publishers","Nonfiction, Art, Writing, Essays, Audiobook, Graphic Novels, Self Help"
/book/show/71984.Ghost_Wars,"The news-breaking book that has sent shockwaves through the Bush White House,Ghost Warsis the most accurate and revealing account yet of the CIA's secret involvement in al-Qaeda's evolution. It won the Pulitzer Prize in 2005.Prize-winning journalist Steve Coll has spent years reporting from the Middle East, accessed previously classified government files and interviewed senior US officials and foreign spymasters. Here he gives the full inside story of the CIA's covert funding of an Islamic jihad against Soviet forces in Afghanistan, explores how this sowed the seeds of Bin Laden's rise, traces how he built his global network and brings to life the dramatic battles within the US government over national security. Above all, he lays bare American intelligence's continual failure to grasp the rising threat of terrorism in the years leading to 9/11 - and its devastating consequences.","History, Nonfiction, Politics, War, Military Fiction, Terrorism, Espionage"
/book/show/55878024-the-ballad-of-dinah-caldwell,"Nothing is more dangerous than a girl with nothing left to lose.Dinah Caldwell has been filling her father’s role since he abandoned their family four years ago. She and her grief-stricken mom run their subsistence farm deep in the Ozarks, making sure her younger brother never has to worry. Until the day Gabriel Gates, who owns everyone in Charlotte County, kills her mother to steal her family’s well.Homeless, heartbroken, and alone, Dinah only has a single razor-sharp goal: revenge. And now that Gates has put a ten-thousand-dollar bounty on her head, she can’t trust anyone, but she also can’t take down the most powerful man in the mountainsby herself.Her only allies are Kara, Dinah’s best friend and secret crush, and Johnny, a young bootlegger who has as much reason to hate Gates as Dinah does. With their help and resources, and maybe even love, she can spark a revolution and set the whole county free—if their combined secrets don’t get them all killed first.","Young Adult, LGBT, Thriller, Contemporary, Fantasy, Lesbian, Mystery Thriller"
