Book_URL,Summary,Genres
/book/show/39933.How_to_Read_Literature_Like_a_Professor,"While many books can be enjoyed for their basic stories, there are often deeper meanings interwoven in these literary texts...How to Read Literature Like a Professorhelps us to discover those hidden truths by looking at literature with the eyes—and the literary codes—of the ultimate professional reader: the college professor.What does it mean when a fictional hero takes a journey? Shares a meal? Gets drenched in a sudden rain shower? Often, there is much more going on in a novel or poem than is readily visible on the surface – a symbol, maybe, that remains elusive, or an unexpected twist on a character – and there's that sneaking suspicion that the deeper meaning of a literary text keeps escaping you.In this practical and amusing guide to literature,Thomas C. Fostershows how easy and gratifying it is to unlock those hidden truths, and to discover a world where a road leads to a quest; a shared meal may signify a communion; and rain, whether cleansing or destructive, is never just rain. Ranging from major themes to literary models, narrative devices and form,How to Read Like a Professoris the perfect companion for making your reading experience more enriching, satisfying and fun.","Nonfiction, School, Books About Books, Writing, Literature, Read For School, Literary Criticism"
/book/show/3872.A_History_of_the_World_in_6_Glasses,"Throughout human history, certain drinks have done much more than just quench thirst. As Tom Standage relates with authority and charm, six of them have had a surprisingly pervasive influence on the course of history, becoming the defining drink during a pivotal historical period.A History of the World in 6 Glassestells the story of humanity from the Stone Age to the 21st century through the lens of beer, wine, spirits, coffee, tea, and cola. Beer was first made in the Fertile Crescent and by 3000 B.C.E. was so important to Mesopotamia and Egypt that it was used to pay wages. In ancient Greece wine became the main export of her vast seaborne trade, helping spread Greek culture abroad. Spirits such as brandy and rum fueled the Age of Exploration, fortifying seamen on long voyages and oiling the pernicious slave trade. Although coffee originated in the Arab world, it stoked revolutionary thought in Europe during the Age of Reason, when coffeehouses became centers of intellectual exchange. And hundreds of years after the Chinese began drinking tea, it became especially popular in Britain, with far-reaching effects on British foreign policy. Finally, though carbonated drinks were invented in 18th-century Europe they became a 20th-century phenomenon, and Coca-Cola in particular is the leading symbol of globalization.For Tom Standage, each drink is a kind of technology, a catalyst for advancing culture by which he demonstrates the intricate interplay of different civilizations. You may never look at your favorite drink the same way again.","History, Nonfiction, Food, Audiobook, Historical, School, Food and Drink"
/book/show/36204075-the-word-is-murder,"SHE PLANNED HER OWN FUNERAL. BUT DID SHE ARRANGE HER OWN MURDER?New York Timesbestselling author ofMagpie MurdersandMoriarty, Anthony Horowitz has yet again brilliantly reinvented the classic crime novel, this time writing a fictional version of himself as the Watson to a modern-day Holmes.One bright spring morning in London, Diana Cowper – the wealthy mother of a famous actor - enters a funeral parlor. She is there to plan her own service.Six hours later she is found dead, strangled with a curtain cord in her own home.Enter disgraced police detective Daniel Hawthorne, a brilliant, eccentric investigator who’s as quick with an insult as he is to crack a case. Hawthorne needs a ghost writer to document his life; a Watson to his Holmes. He chooses Anthony Horowitz.Drawn in against his will, Horowitz soon finds himself a the center of a story he cannot control. Hawthorne is brusque, temperamental and annoying but even so his latest case with its many twists and turns proves irresistible. The writer and the detective form an unusual partnership. At the same time, it soon becomes clear that Hawthorne is hiding some dark secrets of his own.A masterful and tricky mystery that springs many surprises,The Word is Murderis Anthony Horowitz at his very best.","Mystery, Fiction, Audiobook, Crime, Mystery Thriller, Thriller, Detective"
/book/show/71869.Burning_For_Revenge,"The action doesn't let up in the most explosive Tomorrow book yet -- another international bestseller from John Marsden.The journey to Stratton isn't an easy trip, especially when the enemy's headquarters lie somewhere along the way. And that's exactly where Ellie and her friends unwittingly find themselves. With only five of them against hundreds of armed soldiers, escape seems like a suicide mission. But Stratton is where Ellie's grandmother lives, so the journey must be made -- even though the odds aren't good.Ellie must summon all of her courage and guerrilla instincts to survive the latest high-stakes installment of the action-packed Tomorrow series.","Young Adult, Fiction, War, Dystopia, Australia, Adventure, Action"
/book/show/112537.Rendezvous_with_Rama,"At first, only a few things are known about the celestial object that astronomers dub Rama. It is huge, weighing more than ten trillion tons. And it is hurtling through the solar system at an inconceivable speed. Then a space probe confirms the unthinkable: Rama is no natural object. It is, incredibly, an interstellar spacecraft. Space explorers and planet-bound scientists alike prepare for mankind's first encounter with alien intelligence. It will kindle their wildest dreams... and fan their darkest fears. For no one knows who the Ramans are or why they have come. And now the moment of rendezvous awaits — just behind a Raman airlock door.","Science Fiction, Fiction, Science Fiction Fantasy, Audiobook, Space, Classics, Novels"
/book/show/8525590-wither,"By age sixteen, Rhine Ellery has four years left to live. She can thank modern science for this genetic time bomb. A botched effort to create a perfect race has left all males with a lifespan of 25 years, and females with a lifespan of 20 years. Geneticists are seeking a miracle antidote to restore the human race, desperate orphans crowd the population, crime and poverty have skyrocketed, and young girls are being kidnapped and sold as polygamous brides to bear more children.When Rhine is kidnapped and sold as a bride, she vows to do all she can to escape. Her husband, Linden, is hopelessly in love with her, and Rhine can't bring herself to hate him as much as she'd like to. He opens her to a magical world of wealth and illusion she never thought existed, and it almost makes it possible to ignore the clock ticking away her short life. But Rhine quickly learns that not everything in her new husband's strange world is what it seems. Her father-in-law, an eccentric doctor bent on finding the antidote, is hoarding corpses in the basement. Her fellow sister wives are to be trusted one day and feared the next, and Rhine is desperate to communicate to her twin brother that she is safe and alive. Will Rhine be able to escape--before her time runs out?Together with one of Linden's servants, Gabriel, Rhine attempts to escape just before her seventeenth birthday. But in a world that continues to spiral into anarchy, is there any hope for freedom?","Young Adult, Dystopia, Romance, Science Fiction, Fantasy, Fiction, Teen"
/book/show/12262741-wild,"An alternate cover for this ISBN can be foundhere.At twenty-two, Cheryl Strayed thought she had lost everything. In the wake of her mother’s death, her family scattered and her own marriage was soon destroyed. Four years later, with nothing more to lose, she made the most impulsive decision of her life. With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State — and she would do it alone.Told with suspense and style, sparkling with warmth and humor,Wildpowerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.","Nonfiction, Memoir, Travel, Biography, Adventure, Audiobook, Biography Memoir"
/book/show/9517.Persepolis_2,"InPersepolis, heralded by theLos Angeles Timesas ""one of the freshest and most original memoirs of our day,"" Marjane Satrapi dazzled us with her heartrending memoir-in-comic-strips about growing up in Iran during the Islamic Revolution. Here is the continuation of her fascinating story. In 1984, Marjane flees fundamentalism and the war with Iraq to begin a new life in Vienna. Once there, she faces the trials of adolescence far from her friends and family, and while she soon carves out a place for herself among a group of fellow outsiders, she continues to struggle for a sense of belonging.Finding that she misses her home more than she can stand, Marjane returns to Iran after graduation. Her difficult homecoming forces her to confront the changes both she and her country have undergone in her absence and her shame at what she perceives as her failure in Austria. Marjane allows her past to weigh heavily on her until she finds some like-minded friends, falls in love, and begins studying art at a university. However, the repression and state-sanctioned chauvinism eventually lead her to question whether she can have a future in Iran.As funny and poignant as its predecessor,Persepolis 2is another clear-eyed and searing condemnation of the human cost of fundamentalism. In its depiction of the struggles of growing up--here compounded by Marjane's status as an outsider both abroad and at home--it is raw, honest, and incredibly illuminating.","Graphic Novels, Nonfiction, Memoir, Biography, History, Iran, Graphic Novels Comics"
/book/show/2784.Ways_of_Seeing,"John Berger’s Classic Text on ArtWays of Seeingis one of the most stimulating and the most influential books on art in any language. First published in 1972, it was based on the BBC television series about which the (London)Sunday Timesa critic commented: ""This is an eye-opener in more ways than one: by concentrating onhowwe look at paintings . . . he will almost certainly change the way you look at pictures."" By now he has.""Berger has the ability to cut right through the mystification of the professional art critics . . . He is a liberator of images: and once we have allowed the paintings to work on us directly, we are in a much better position to make a meaningful evaluation"" —Peter Fuller,Arts Review""The influence of the series and the book . . . was enormous . . . It opened up for general attention to areas of cultural study that are now commonplace"" —Geoff Dyer inWays of Telling.","Art, Nonfiction, Philosophy, Essays, Art History, Design, Photography"
/book/show/42201395-sorcery-of-thorns,"All sorcerers are evil. Elisabeth has known that as long as she has known anything. Raised as a foundling in one of Austermeer’s Great Libraries, Elisabeth has grown up among the tools of sorcery—magical grimoires that whisper on shelves and rattle beneath iron chains. If provoked, they transform into grotesque monsters of ink and leather. She hopes to become a warden, charged with protecting the kingdom from their power.Then an act of sabotage releases the library’s most dangerous grimoire. Elisabeth’s desperate intervention implicates her in the crime, and she is torn from her home to face justice in the capital. With no one to turn to but her sworn enemy, the sorcerer Nathaniel Thorn, and his mysterious demonic servant, she finds herself entangled in a centuries-old conspiracy. Not only could the Great Libraries go up in flames, but the world along with them.As her alliance with Nathaniel grows stronger, Elisabeth starts to question everything she’s been taught—about sorcerers, about the libraries she loves, even about herself. For Elisabeth has a power she has never guessed, and a future she could never have imagined.","Fantasy, Young Adult, Romance, Young Adult Fantasy, Magic, Fiction, Audiobook"
