Book_URL,Summary,Genres
/book/show/44327636-the-first-step,"Given a chance at immortality, can Wu Ying grasp the fleeting opportunity?Long Wu Ying never expected to join a Sect or become a real cultivator. His days were spent studying, planting rice on the family farm and spending time with his friends. Fate, however, has different plans for Wu Ying and when the army arrives at his village, he and many other members of the village are conscripted. Given the opportunity to join the Verdant Green Waters Sect, Wu Ying must decide between his pedestrian, common life and the exciting, blood soaked life of a cultivator.Join Wu Ying as he takes his first step on his Thousand Li journey to become an immortal cultivator.The First Step is the first novel in A Thousand Li series, a book on cultivation, immortals, wondrous martial art styles and spirit beasts and will be loved by wuxia and xianxia fans. The First Step is written by Tao Wong, the bestselling scifi and fantasy LitRPG author of the System Apocalypse, Adventures on Brad and the Hidden Wishes.","Fantasy, Fiction, Audiobook, Young Adult, Adventure, Martial Arts, Asian Literature"
/book/show/210387794-devourer-of-men,"I have few friends and fewer allies. What I do have on the island of Everland is a lot of people who want me gone. So when the Crocodile and Captain Hook reappear in my life, I amin no mood. And worse, they’re unknowingly endangering themselves by asking for me by a name I long considered dead.Now, not only do I have to save myself, I have to save the two men who I swore I would murder with my bare hands if I ever set eyes on them again considering they abandoned me.Unfortunately for me, Roc and Hook have other plans, and when I find myself caught between them, I have to make a decision: risk my heart or risk my life?Devourer of Menis a dark MMF romantasy fairytale retelling. Characters have been aged up for this darker, grittier version. For a full list of content warnings, please visit the author's website.","Fantasy, Romance, Retellings, M M F, Dark, Reverse Harem, Adult"
/book/show/7600924-forbidden,"She is pretty and talented - sweet sixteen and never been kissed. He is seventeen; gorgeous and on the brink of a bright future. And now they have fallen in love. But... they are brother and sister.Seventeen-year-old Lochan and sixteen-year-old Maya have always felt more like friends than siblings. Together they have stepped in for their alcoholic, wayward mother to take care of their three younger siblings. As defacto parents to the little ones, Lochan and Maya have had to grow up fast. And the stress of their lives—and the way they understand each other so completely—has also brought them closer than two siblings would ordinarily be. So close, in fact, that they have fallen in love. Their clandestine romance quickly blooms into deep, desperate love. They know their relationship is wrong and cannot possibly continue. And yet, they cannot stop what feels so incredibly right. As the novel careens toward an explosive and shocking finale, only one thing is certain: a love this devastating has no happy ending.","Romance, Young Adult, Contemporary, Fiction, Dark, Realistic Fiction, New Adult"
/book/show/40961608-the-worst-hard-time,"In a tour de force of historical reportage, Timothy Egan’s National Book Award–winning story rescues an iconic chapter of American history from the shadows.The dust storms that terrorized the High Plains in the darkest years of the Depression were like nothing ever seen before or since. Following a dozen families and their communities through the rise and fall of the region, Timothy Egan tells of their desperate attempts to carry on through blinding black dust blizzards, crop failure, and the death of loved ones. Brilliantly capturing the terrifying drama of catastrophe, he does equal justice to the human characters who become his heroes, “the stoic, long-suffering men and women whose lives he opens up with urgency and respect” (New York Times). In an era that promises ever-greater natural disasters, The Worst Hard Time is “arguably the best nonfiction book yet” (Austin Statesman Journal) on the greatest environmental disaster ever to be visited upon our land and a powerful reminder about the dangers of trifling with nature.","History, Nonfiction, American History, Historical, Audiobook, Environment, Nature"
/book/show/34553023-reversione,"Mankind had spent decades trying to overcome an impending ecological global disaster. By the late 23rd century the disaster that they were attempting to prevent was at hand, and there was no reversing the damage. Now two scientists, both more than a 150 years apart are brought together to find a way to change the mistakes of the past and try to save a future that can only be done through the destiny of these two individuals. The love they will find together will not only determine the fate of their own lives, but the fate of the world. Can the two of them turn back the clock and reset the future of discovery? It is a love story more than 200 years in the making that will define a destiny that will survive all time.","Young Adult, Adventure, Fantasy, Mystery, Adult, Fiction, New Adult"
/book/show/15195.The_Complete_Maus,"On the occasion of the twenty-fifth anniversary of its first publication, here is the definitive edition of the book acclaimed as “the most affecting and successful narrative ever done about the Holocaust” (Wall Street Journal) and “the first masterpiece in comic book history” (The New Yorker).The Pulitzer Prize-winning Maus tells the story of Vladek Spiegelman, a Jewish survivor of Hitler’s Europe, and his son, a cartoonist coming to terms with his father’s story. Maus approaches the unspeakable through the diminutive. Its form, the cartoon (the Nazis are cats, the Jews mice), shocks us out of any lingering sense of familiarity and succeeds in “drawing us closer to the bleak heart of the Holocaust” (The New York Times).Maus is a haunting tale within a tale. Vladek’s harrowing story of survival is woven into the author’s account of his tortured relationship with his aging father. Against the backdrop of guilt brought by survival, they stage a normal life of small arguments and unhappy visits. This astonishing retelling of our century’s grisliest news is a story of survival, not only of Vladek but of the children who survive even the survivors. Maus studies the bloody pawprints of history and tracks its meaning for all of us.","Graphic Novels, Comics, Nonfiction, History, Biography, Memoir, Historical"
/book/show/105992.Helter_Skelter,"Prosecuting attorney in the Manson trial, Vincent Bugliosi held a unique insider's position in one of the most baffling and horrifying cases of the twentieth century: the cold-blooded Tate-LaBianca murders carried out by Charles Manson and four of his followers. What motivated Manson in his seemingly mindless selection of victims, and what was his hold over the young women who obeyed his orders? Here is the gripping story of this famous and haunting crime. 50 pages of b/w photographs.","True Crime, Nonfiction, Crime, History, Horror, Biography, Audiobook"
/book/show/25953369-hidden-figures,"The #1 New York Times Bestseller. Set amid the civil rights movement, the never-before-told true story of NASA’s African-American female mathematicians who played a crucial role in America’s space program. Before Neil Armstrong walked on the moon, a group of professionals worked as ‘Human Computers’, calculating the flight paths that would enable these historic achievements. Among these were a coterie of bright, talented African-American women. Segregated from their white counterparts, these ‘coloured computers’ used pencil and paper to write the equations that would launch rockets and astronauts, into space. Moving from World War II through NASA’s golden age, touching on the civil rights era, the Space Race, the Cold War and the women’s rights movement, ‘Hidden Figures’ interweaves a rich history of mankind’s greatest adventure with the intimate stories of five courageous women whose work forever changed the world.","Nonfiction, History, Science, Biography, Audiobook, Feminism, Historical"
/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,"In his most extraordinary book, Oliver Sacks recounts the stories of patients lost in the bizarre, apparently inescapable world of neurological disorders. These are case studies of people who have lost their memories and with them the greater part of their pasts; who are no longer able to recognize people or common objects; whose limbs have become alien; who are afflicted and yet are gifted with uncanny artistic or mathematical talents. In Dr Sacks' splendid and sympathetic telling, each tale is a unique and deeply human study of life struggling against incredible adversity.","Nonfiction, Psychology, Science, Medicine, Neuroscience, Medical, Short Stories"
/book/show/12127750-the-mark-of-athena,"Annabeth is terrified.Just when she's about to be reunited with Percy—after six months of being apart, thanks to Hera—it looks like Camp Jupiter is preparing for war. As Annabeth and her friends Jason, Piper, and Leo fly in on theArgo II, she can't blame the Roman demigods for thinking the ship is a Greek weapon. With its steaming bronze dragon figurehead, Leo's fantastical creation doesn't appear friendly. Annabeth hopes that the sight of their praetor Jason on deck will reassure the Romans that the visitors from Camp Half-Blood are coming in peace.And that's only one of her worries. In her pocket, Annabeth carries a gift from her mother that came with an unnerving command:Follow the Mark of Athena. Avenge me.Annabeth already feels weighed down by the prophecy that will send seven demigods on a quest to find—and close—the Doors of Death. What more does Athena want from her?Annabeth's biggest fear, though, is that Percy might have changed. What if he's now attached to Roman ways? Does he still need his old friends? As the daughter of the goddess of war and wisdom, Annabeth knows she was born to be a leader—but never again does she want to be without Seaweed Brain by her sideNarrated by four different demigods,The Mark of Athenais an unforgettable journey across land and sea to Rome, where important discoveries, surprising sacrifices, and unspeakable horrors await. Climb aboard theArgo II, if you dare. . . .","Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Adventure, Greek Mythology"
