Book_URL,Summary,Genres
/book/show/44496315-whispers-in-the-tall-grass,"On his second combat tour, Nick Brokhausen served in Recon Team Habu, CCN. This unit was part of MACV-SOG (Military Assistance Command Vietnam Studies and Observations Group), or Studies and Observations Group as it was innocuously called. The small recon companies that were the center of its activities conducted some of the most dangerous missions of the war, infiltrating areas controlled by the North Vietnamese in Laos, Vietnam, and Cambodia. The companies never exceeded more than 30 Americans, yet they were the best source for the enemy's disposition and were key to the US military being able to take the war to the enemy. This was accomplished by utilizing both new and innovative technology, and tactics dating back to the French and Indian Wars.This small unit racked up one of the most impressive records of awards for valor of any unit in the history of the United States Army. It came at a terrible price, however; the number of wounded and killed in action was incredibly high. Those missions today seem suicidal. In 1970 they seemed equally so, yet these men went out day after day with their indigenous allies - Montagnard tribesmen, Vietnamese, and Chinese Nungs - and faced the challenges with courage and resolve.Whispers in the Tall Grass is the second volume of Nick's riveting memoir of his time with MACV-SOG. Written in the same irreverent, immediate style that made We Fewi a cult classic, he continues his hair-raising adventures behind enemy lines, and movingly conveys the bonds that war creates between soldiers.","History, Military Fiction, Nonfiction, War, Biography, Military History, Memoir"
/book/show/100452497-poems-from-still-waters-running-deep,"Poems from Still Waters Running Deep presents a collection of poetry written by author Emma McClain over a period of forty years. Penned at various stages of her life, they echo the thoughts, feelings, and transitions of those moments. She touches on topics ranging from experiencing her freedom from her mother for the first time in Farewell Song to marveling at the fact she has found with her one true love in My Man. She also carefully examines her relationship with God and the depth of his loving-kindness. Poems from Still Waters Running Deep offers an affirmation of a life well-lived in the loving arms of God and the realization that only He knows what lies ahead for us.Someone SpecialThey look at me, LordThey see me each dayBecause I am yours, LordTheir heads turn my wayThey search my life, LordTo see if it is realOr phony religionWith a lot of zealThey listen closely To all that I sayIn hopes of findingLight for their wayThey look my way, LordTo see if it is trueI'm someone specialBecause I know You.",No genres available
/book/show/51373979-he-started-it,"Beth, Portia, and Eddie Morgan haven't all been together in years. And for very good reasons—we'll get to those later. But when their wealthy grandfather dies and leaves a cryptic final message in his wake, the siblings and their respective partners must come together for a cross-country road trip to fulfill his final wish and—more importantly—secure their inheritance.But time with your family can be tough. It is for everyone.It's even harder when you're all keeping secrets and trying to forget a memory—a missing person, an act of revenge, the man in the black truck who won't stop following your car—and especially when at least one of you is a killer and there's a body in the trunk. Just to name a few reasons.But money is a powerful motivator. It is for everyone.","Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Adult, Suspense"
/book/show/13256064-phantom,"Following from Jo Nesbø's electrifying international best-sellersThe SnowmanandThe Leopard, now comesPhantom, which plunges the brilliant, deeply troubled, now former police officer Harry Hole into a full-tilt investigation on which his own tenuous future will come to depend.When Harry left Oslo again for Hong Kong—fleeing the traumas of life as a cop—he thought he was there for good. But then the unthinkable happened. The son of the woman he loved, lost, and still loves is arrested for murder: Oleg, the boy Harry helped raise but couldn't help deserting when he fled. Harry has come back to prove that Oleg is not a killer. Barred from rejoining the police force, he sets out on a solitary, increasingly dangerous investigation that takes him deep into the world of the most virulent drug to ever hit the streets of Oslo (and the careers of some of the city's highest officials), and into the maze of his own past, where he will find the wrenching truth that finally matters to Oleg, and to himself.","Crime, Mystery, Fiction, Thriller, Nordic Noir, Scandinavian Literature, Audiobook"
/book/show/115076.Love_Walked_In,"From the New York Times bestselling author of I’d Give Anything and I’ll Be Your Blue Sky comes a “bewitching, warmhearted grown-up fairy tale about old movies, charming princes, and finding happily ever after in the place where you’d least expect it” (Jennifer Weiner).When Martin Grace enters the hip Philadelphia coffee shop Cornelia Brown manages, her life changes forever. But little does she know that her newfound love is only the harbinger of greater changes to come. Meanwhile, across town, Clare Hobbs—eleven years old and abandoned by her erratic mother—goes looking for her lost father. She crosses paths with Cornelia while meeting with him at the café, and the two women form an improbable friendship that carries them through the unpredictable currents of love and life.","Fiction, Romance, Chick Lit, Contemporary, Adult Fiction, Adult, Book Club"
/book/show/50804.Jude,"When fifteen-year-old Jude's father is brutally murdered, Jude is a witness. But to save his own life, he can't tell the police what he knows. Still, Jude is determined to clear his name and win the approval of his mother -- the district attorney he has not seen since he was an infant.At the urging of his mother's longtime companion, Jude agrees to a crazy scheme to protect her political future. But what Jude doesn't know is that there are buried secrets that will require him to sacrifice more than he ever dreamed. And his search for approval will turn into one for revenge.","Young Adult, Mystery, Fiction, Realistic Fiction, Thriller, Suspense, Crime"
/book/show/22023804-logan-s-story,"The first book in a brand new series from bestselling author Sarah Robinson, Logan's Story is a glimpse into the famous rockstars past and how he achieved his fame. Before the lights, stage, and music, Logan Clay struggles to figure out who he can trust and whether or not love comes with guitar strings attached.Logan Clay has the talent, and he's put in the time.All he needs is that one big break,just one chance to prove he has what it takes to be a rockstar.But his musical dreams are further away than ever...And then she walks in to his life,offering him everything he's ever wanted - fame, fortune, and music.There's no question that he's going to take the chance,or that he wants to take her at the same time.But everything is not what it seems.Will it be too late when he realizes his one big breakwas actually a deal with the devil in a short skirt and neon colored hair?DISCLAIMER: This book was originally published in June 2014 with the title ""Logan's Story: A Sand & Clay Prequel"" by Sarah Robinson. Since then it has been re-edited, a few short scenes here and there added in, and given a new title and a new cover in order to improve the novel. This is the final product of that revision process so there have been a lot of changes, but the story itself is relatively the same. This novel is meant for 18+ years old.","Romance, Contemporary Romance, New Adult, Music, Musicians, Fiction"
/book/show/11741.Housekeeping,"A modern classic,Housekeepingis the story of Ruth and her younger sister, Lucille, who grow up haphazardly, first under the care of their competent grandmother, then of two comically bumbling great-aunts, and finally of Sylvie, their eccentric and remote aunt. The family house is in the small Far West town of Fingerbone set on a glacial lake, the same lake where their grandfather died in a spectacular train wreck, and their mother drove off a cliff to her death. It is a town ""chastened by an outsized landscape and extravagant weather, and chastened again by an awareness that the whole of human history had occurred elsewhere."" Ruth and Lucille's struggle toward adulthood beautifully illuminates the price of loss and survival, and the dangerous and deep undertow of transience.","Fiction, Classics, Literary Fiction, Novels, Literature, Contemporary, American"
/book/show/33052.Murder_in_the_Cathedral,"T. S. Eliot's verse dramatization of the murder of Thomas Becket at Canterbury, winner of the Nobel Prize for Literature.The Archbishop Thomas Becket speaks fatal words before he is martyred in T. S. Eliot's best-known drama, based on the murder of the Archbishop of Canterbury in 1170. Praised for its poetically masterful handling of issues of faith, politics, and the common good, T. S. Eliot's play bolstered his reputation as the most significant poet of his time.","Plays, Classics, Poetry, Drama, Fiction, Historical Fiction, Theatre"
/book/show/57345148-the-journey,"The purpose of life is not to prosper; it is to develop the soul (Alexander Solzhenitsyn) The Christian life is not so much walking the line as hitting the road. It is about journeying with God through the adventures of life, climbing the mountains of joy and descending into the valleys of suffering. In this inspiring, accessible, and engaging book, Fiensy draws on his forty years as teacher and pastor to explore Paul's spirituality. He focuses on Paul's autobiographical references in his letters to the Galatians and Philippians. The Journey teaches us that the Christian's life in the Spirit can benefit from suffering as well as joy, danger as well as peace, and rejection as well as love. Each chapter consists • A new translation of the verses being studied• The explanation and application of the verses to everyday life• Four discussion questions for group interaction• A section of additional information to go deeper into the scripture text This book will help you• See yourself in terms of your lifelong spiritual journey• Apply scripture's truths to your everyday life• Deepen your appreciation of what it means to be a Jesus follower• Understand Paul as a source of not just theological truth but of spirituality as well",No genres available
